content,clean_content,kmeans_cluster,pca_x,pca_y,hdbscan_cluster
"even after switching on remember last opened chart when I close and re open app it will not show last chart, it is showing some other chart",even switching remember last opened chart close open show last chart showing chart,3,-0.10904666,-0.37370506,-1
I hate and love tradingview hate it because when I place a limit it automatically cancelled it i don't know why and love it because of the charts,hate love tradingview hate place limit automatically cancelled know love charts,3,-0.07273331,-0.16965882,-1
Has been very slow and crashy for the last few weeks.,slow crashy last weeks,1,-0.27298173,0.056742605,-1
"Still a lot of work needed. this app doesn't add much beyond using the mobile website. Although I can see posts by other traders, if I like one it doesn't appear in another list and there's no filter to refind liked posts essily. two killer features for me would be a code editor, so I can tinker with my indicators on the move, and an alert editor. once these are added I will definitely up my rating.",still lot work needed add much beyond using mobile website although see posts traders like one appear another list filter refind liked posts essily two killer features would code editor tinker indicators move alert editor added definitely rating,2,0.11414396,0.30511275,-1
"My review got removed. Let me say it again, the new layout UI sucks. It takes a lot more time to get around, harder to navigate to use some tools or to change the timeframe. The favs tools also dissapeared (when it used to float on certain box). Whose idea is this? You made a major change and you didn't test the water first? Just change it back, simplicity is sometimes better.",review got removed let say new layout ui sucks takes lot time get around harder navigate use tools change timeframe favs tools also dissapeared used float certain box whose idea made major change test water first change back simplicity sometimes better,1,-0.18876483,0.1881656,-1
"Great app when it's working. Honestly. Desktop and mobile. However, recent updates have made the mobile app unusable. Moving between portrait watchlist and landscape charts sees the chart pushed to half the screen, where the app then hangs. Sometimes it recovers; sometimes it doesn't. I'll be leaning on the desktop app until this is resolved, and happy to update to 4/5 stars when done.",great working honestly desktop mobile however recent updates made mobile unusable moving portrait watchlist landscape charts sees chart pushed half screen hangs sometimes recovers sometimes leaning desktop resolved happy update stars done,1,-0.2542723,-0.015195443,-1
"I have premium membership for 2+ years now and liked it but the recent update is a disaster. It takes mulltiple instances to access any option with this interface. Changing layouts, time frame and the toolbar options must be handy like it was earlier. New interface is not good for scalping /intraday trading. Please rollback to the earlier interface sooner. Now the developers have decided to remove the option to revert back to the old version.... You are walking backwards... Please wake up!",premium membership years liked recent update disaster takes mulltiple instances access option interface changing layouts time frame toolbar options must handy like earlier new interface good scalping intraday trading please rollback earlier interface sooner developers decided remove option revert back old version walking backwards please wake,2,0.094585896,0.17950903,-1
"I liked the previous version because everything was there on the screen, I didn't have to tap twice to get something I want on the charts.... For example, I could just tap once from 1min Timeframe to daily TF and now I have to use the slide thing which takes longer. In short it takes a bit longer to get the stuff I need to use on my charts. I'm a scalper and I need my tools and stuff quickly. It's going to take a while to get used to but thanks for the update.",liked previous version everything screen tap twice get something want charts example could tap min timeframe daily tf use slide thing takes longer short takes bit longer get stuff need use charts scalper need tools stuff quickly going take get used thanks update,2,0.089186355,-0.009502258,-1
As someone who sent hours on TradingView every day I also don't like the new interface. I started enjoying the new time frame controls but the new interface makes all the worth while drawing functions slower to access. I can't even find the button to hide all my drawings simultaneously. What I could do in one click is now an effort. UX downgraded. The update is not helpful for serious users. It's a simplication for casual users and there should be an option to enable the old or new interface.,someone sent hours tradingview every day also like new interface started enjoying new time frame controls new interface makes worth drawing functions slower access even find button hide drawings simultaneously could one click effort ux downgraded update helpful serious users simplication casual users option enable old new interface,1,-0.083051816,0.0124984905,-1
"Seem to be having to click more to get to stuff. Basically concur with what everyone else is saying, but my main gripe is that the magnet feature isn't on the main bar at the bottom, but is hidden behind the drawings button and then having to scroll across to access it. It must be one of the most used buttons... Please put it on the main task bar... There's plenty of room",seem click get stuff basically concur everyone else saying main gripe magnet feature main bar bottom hidden behind drawings button scroll across access must one used buttons please put main task bar plenty room,1,-0.17402765,0.23548444,3
"Need improvement. Android version doesn't have a ""play"" button on the ideas chart, which Apple version have and also if there's a ""save"" button for the ideas that other post, that will be great. If the developer creat that Option, that will be a dream come true. Coz sometimes we don't remember which person post the ideas and we can't find it back if we need to.",need improvement android version play button ideas chart apple version also save button ideas post great developer creat option dream come true coz sometimes remember person post ideas find back need,2,-0.021836558,0.25958183,2
This app was great before the update. The time frame changes could be easily done. Now its in the bottom of the app and takes longer to change the time frame by first saving them in favorites and then switching completely stupid. Also there is no shortcut for auto scale. Again becomes time consuming to click more buttons to switch the time frames. I would highly recommend to going back to the previous layout of the app.,great update time frame changes could easily done bottom takes longer change time frame first saving favorites switching completely stupid also shortcut auto scale becomes time consuming click buttons switch time frames would highly recommend going back previous layout,1,-0.22012457,0.06959996,-1
"App is good but there has been an annoying bug of late, probably stemmed from an update. Didnt have this previously. As I long press to activate the cross hair and move that around, the entire chart area turns gray, data chart basically disappears and 2 sets of cross hairs appear. Very disruptive. I have tried clearing cache, data, re installing, logging in from another account (in case of software mishandling of accumulated account related data like saved drawings) but nothing worked. Pls fix",good annoying bug late probably stemmed update previously long press activate cross hair move around entire chart area turns gray data chart basically disappears sets cross hairs appear disruptive tried clearing cache data installing logging another account case software mishandling accumulated account related data like saved drawings nothing worked pls fix,3,-0.3522588,-0.2781666,0
"I like your app, but the widget has serious performance issues. After adding it to my home screen on stock launcher on MIUI 12 the phone got unbearably slow. Everything felt sluggish, apps weren't kept in memory and sometimes wouldn't open (black screen). When I removed the widget everything went back to normal. I tried several times.",like widget serious performance issues adding home screen stock launcher miui phone got unbearably slow everything felt sluggish apps kept memory sometimes would open black screen removed widget everything went back normal tried several times,1,-0.3853009,0.15507352,3
"New Update ! What's the point when it's not making things easier for you. I go through nifty charts and by toggling between time frames, draw lines. Earlier it was little difficult but now it's became complex now. Taking more time to load too. I feel i didn't serve the purpose of an Update. Sorry TV, terrible update. Need a correction soon. I have a recommendation here, instead of a half screen pop up each time, try get them in a single favourite bar.",new update point making things easier go nifty charts toggling time frames draw lines earlier little difficult became complex taking time load feel serve purpose update sorry tv terrible update need correction soon recommendation instead half screen pop time try get single favourite bar,3,-0.010409041,-0.26131424,-1
"Are you crazy? I updated from an old version and now is two times harder. The graphics of watch list are too big and bulky, allowing you to see less info, and when you click an entry instead of taking you to the chart it goes to general infos and then you need at least another click to go to the chart. Moreover the chart itself has less space available. Insane! I had an almost two years old version requiring less effort for better viewing results.",crazy updated old version two times harder graphics watch list big bulky allowing see less info click entry instead taking chart goes general infos need least another click go chart moreover chart less space available insane almost two years old version requiring less effort better viewing results,0,0.11469719,-0.2284779,-1
"They keep adding limitations for the basic account, anything to get you to pay up. Now they decreased the amount of assets you can have in the watchlist from 1000 to 30 (but I can't even add that many). Soon it won't be viable to use the app anymore. And I'm not going to be paying that much for an account, as an amateur who isn't investing large amounts...",keep adding limitations basic account anything get pay decreased amount assets watchlist even add many soon viable use anymore going paying much account amateur investing large amounts,2,0.18796402,0.21178687,-1
"Was a great app and then updated in 2022 with less features. Can no longer jump to a date, clunky, super slow, barely even works now, can no longer add alerts or change settings of indicators because it's unresponsive. The wheel ticker selector is a ridiculous gimmick and the ticker should not have been moved from the upper left corner. Please revert everything back to how it was when this app was brilliant before the update which rendered it unusable.",great updated less features longer jump date clunky super slow barely even works longer add alerts change settings indicators unresponsive wheel ticker selector ridiculous gimmick ticker moved upper left corner please revert everything back brilliant update rendered unusable,1,-0.26319778,0.1093674,-1
"This newly developed interface is extremely inconveniencing, things just got harder or procedural to access, favorite tools need not to be marked anymore because they're also procedural to access. The timeframes placing being too close to the symbol also makes an unnecessary frustration when choosing timeframes and pressing the symbol. Landscape mode doesn't allow you to order/customise your toggles. Love the full screen option. But overall, the app got me wishing we had more similar apps.",newly developed interface extremely inconveniencing things got harder procedural access favorite tools need marked anymore also procedural access timeframes placing close symbol also makes unnecessary frustration choosing timeframes pressing symbol landscape mode allow ordercustomise toggles love full screen option overall got wishing similar apps,2,-0.039577454,0.20532447,-1
I don't know why tradingview chart is not displaying on my tablet CM8800Plus phone showing an error occured I've tried possible way to resolve the issue it keeps on showing error occured my Network always intact Please can you suggest any further assistance that I can do to help me resolve the issue,know tradingview chart displaying tablet cmplus phone showing error occured tried possible way resolve issue keeps showing error occured network always intact please suggest assistance help resolve issue,3,-0.22402875,-0.14448641,0
"Lately the experience with TV app has been horrible. Although if I leave the app open without switching to others it works fine. The biggest issue is the data freezes when switching between apps. How can I trade if I can't switch between my trading apps and TV??? I've been away from home with only my tablets and phones trading. I've lost some and missed some big opportunities because of this issue... Just a note, this issue started in the last 2-3 months. I am on Pro+, could be related?",lately experience tv horrible although leave open without switching others works fine biggest issue data freezes switching apps trade switch trading apps tv away home tablets phones trading lost missed big opportunities issue note issue started last months pro could related,1,-0.3293032,0.20983763,3
"This is absolutely garbage on tablets, if you open a chart then want to go back to your wishlist you'll have to restart the app. It doesn't stay in landscape mode and that takes a lot away for the the experience you'll have especially when you have a huge screen working with. I wish we tablet users could have the bunch of features we have on the right-hand side when we're on the website. There's so much to say but to make it short, put the website in an app and your downloads will increase.",absolutely garbage tablets open chart want go back wishlist restart stay landscape mode takes lot away experience especially huge screen working wish tablet users could bunch features righthand side website much say make short put website downloads increase,1,-0.121958494,0.34713078,-1
"Recent update has rendered the mobile app pretty much unusable performance-wise. It lags, glitches, & doesn't respond well to taps. I can't navigate, can't draw indicators, can't do anything but watch the chart move. C'mon Trading View, this is damm near unusable ... Also, if you wanna run ads on the app, just do what the other apps do. Shrink the UI, and create an ad banner at the bottom or top of the screen. Don't block up an entire third of the screen ffs... literally can't see the RSI at all",recent update rendered mobile pretty much unusable performancewise lags glitches respond well taps navigate draw indicators anything watch chart move cmon trading view damm near unusable also want run ads apps shrink ui create ad banner bottom top screen block entire third screen ffs literally see rsi,1,-0.38262308,0.16788359,3
It's a great app and the best for drawing analysis but please when are the derived index going to ba added so that we the synthetic traders can make full use of the app. We only draw on the web page and this we can't save our analysis for later use. It would be a breakthrough if you can add the derived index to your app so we can access it easily via mobile app.,great best drawing analysis please derived index going ba added synthetic traders make full use draw web page save analysis later use would breakthrough add derived index access easily via mobile,0,0.29312378,-0.14672336,-1
"I have to agree with the recent posts, new design of the app released recently has a very poor usability, i believe that buttons should be placed back on the top, also is quite difficult to find basic options. For example I am still looking how to toggle chart view to auto. Please change it back to the previous one, it was just great!",agree recent posts new design released recently poor usability believe buttons placed back top also quite difficult find basic options example still looking toggle chart view auto please change back previous one great,3,-0.075476974,-0.10224911,-1
The mobile website is much faster than this app. Charts take 10s of seconds to open. Scrolling is cumbersome if you have a lot of annotations it's easy to mistakenly move them instead. The performance and ui usability (how do i get all the controls on the scrron or intelligently collapse them) of this app needs much improvement.,mobile website much faster charts take seconds open scrolling cumbersome lot annotations easy mistakenly move instead performance ui usability get controls scrron intelligently collapse needs much improvement,2,-0.04061019,0.03108367,-1
"App is okay, but what it tries to do is exactly mimic the web experience of Tradingview on your mobile. Given that phones are more tall than they are wide this creates challenges which have not been addressed. (Size of the chart window & candles relative to the time/candle length, positioning of floating panels, missing features, etc) Editing of alerts is frustratingly missing and should be offered in a panel in the bottom icon set. I will continue to update this review as I use the app.",okay tries exactly mimic web experience tradingview mobile given phones tall wide creates challenges addressed size chart window candles relative timecandle length positioning floating panels missing features etc editing alerts frustratingly missing offered panel bottom icon set continue update review use,0,0.2852055,5.592603e-05,-1
"What is actually the problem? Or am I the only one experiencing this. Signals appear late after huge reversals but when I minimise the app and go back to the trading view app, the signal shifts back to the exact bar where the reversal began. It made me lose money too much. Even with built-in strategies and highly profitable community indicators. What's happening please? Iam really not happy with this behaviour.",actually problem one experiencing signals appear late huge reversals minimise go back trading view signal shifts back exact bar reversal began made lose money much even builtin strategies highly profitable community indicators happening please iam really happy behaviour,2,0.08987518,-0.021708813,-1
"As far as charting goes trading view is excellent. However the main drawback of using this app is if you plan on trying to use it to actually trade with, forget it. Their broker integrations do work, but lack so many features that you really need like trailing stop losses and more. Additionally the app keeps disconnecting me from the broker I use which means I have to login again. This would be fine but there's no way to store credentials on the app so logging back in quickly is impossible.",far charting goes trading view excellent however main drawback using plan trying use actually trade forget broker integrations work lack many features really need like trailing stop losses additionally keeps disconnecting broker use means login would fine way store credentials logging back quickly impossible,0,0.45680907,-0.18444884,-1
"Hard to test it if big popup window tells me to upgrade the plan every single time when i open the app. I must manually adjust almost each chart because candles are stretched/ out of proportion. Scrolling tool used to brows tickers is way to sensitive. All this stops me form exploring app any deeper, I'm literally afraid to touch drawing tools after what i seen so far. lots of room for improvements cuz it feels like early testing stage.",hard test big popup window tells upgrade plan every single time open must manually adjust almost chart candles stretched proportion scrolling tool used brows tickers way sensitive stops form exploring deeper literally afraid touch drawing tools seen far lots room improvements cuz feels like early testing stage,1,-0.14303447,0.0938907,3
The recent update is extremely complex and difficult to use. I have to do an extra click to just open a chart. I have to do 3-4 extra clicks for tool or just to hide the drawing which was possible with just one click. Pls give an option to go back to the old layout. This update Sucks. You guys just ruined the simple interface.,recent update extremely complex difficult use extra click open chart extra clicks tool hide drawing possible one click pls give option go back old layout update sucks guys ruined simple interface,3,-0.2361559,-0.34210858,0
"hello sir, pls remove option opening setting menu for drawing tools on tapping twice.. it auto opens and has to close every time it's just annoying keeps opening when contact with chart zoom in zoom out etc. editing position of trendlines etc. no need that way if need be we can open it from the option bar- so pls remove as mentioned above in next update. Thanks",hello sir pls remove option opening setting menu drawing tools tapping twice auto opens close every time annoying keeps opening contact chart zoom zoom etc editing position trendlines etc need way need open option bar pls remove mentioned next update thanks,3,-0.3129275,-0.0767871,-1
"in my humble opinion, the new UI for Android seem more simple and clear. But in UX, i think the old one have a better UX. in the older version, when u want pick some tools it already serve there in the left bar, but in the new version, u have to click one of the tools menu, then choose the tools. in conclusion, the new version need more step/click for user to achive just one action",humble opinion new ui android seem simple clear ux think old one better ux older version want pick tools already serve left bar new version click one tools menu choose tools conclusion new version need stepclick user achive one action,1,-0.11506413,0.33901078,-1
"Seemed like a solid app, came well-recommended. Great ease-of-use. However, the decision-making of late is puzzling. Eg: well-known markets on one's watchlist just disappear, wholesale (along with their related sub-indices/sectors). Also, the notion that even with the ever expanding data analytics capabilities the support team cannot identify common themes amongst the feedback from the free-plan users among the less than 10 million overall users & provide theme specific responses is laughable.",seemed like solid came wellrecommended great easeofuse however decisionmaking late puzzling eg wellknown markets ones watchlist disappear wholesale along related subindicessectors also notion even ever expanding data analytics capabilities support team identify common themes amongst feedback freeplan users among less million overall users provide theme specific responses laughable,2,0.17000693,0.16029522,-1
y'all need to work on your replay tool first off....why can't I set limit orders while using the replay tools second off....why do I have to restart my replay session all over again everytime my PC goes off and I turn it on also I don't like it when my analytics disappear because of network glitches....fix these and you'll have the best backtesting tool in the market.... mind you gocharting and tradercasa have these fixed already.....I might just go sub tradercasa cause it's been frustrating..,need work replay tool first offwhy set limit orders using replay tools second offwhy restart replay session everytime pc goes turn also like analytics disappear network glitchesfix best backtesting tool market mind gocharting tradercasa fixed alreadyi might go sub tradercasa frustrating,2,0.034284238,0.022470426,-1
"Latest update is a downgrade actually as the switch option to new toolbar and old one is gone in chart settings. Now you 'have' to use the new chart toolbar layout Can't even see the current time and time zone on this chart screen. Also it's difficult to select anything from the toolbar whether if you wanna select a drawing tool, or time frame or even just save the current chart layout. It's such a hassle.",latest update downgrade actually switch option new toolbar old one gone chart settings use new chart toolbar layout even see current time time zone chart screen also difficult select anything toolbar whether want select drawing tool time frame even save current chart layout hassle,3,-0.37109557,-0.3119505,-1
"The app needs updating way too many times. I go off it for a while and the next time I come back, the charts won't open unless I update. That's stressful if you ask me. I don't also find where to input data before starting out a new trade. I'll have to enter trade first before I can adjust which is cumbersome and makes me lose out on good positions. Please work on this.",needs updating way many times go next time come back charts open unless update stressful ask also find input data starting new trade enter trade first adjust cumbersome makes lose good positions please work,3,0.05852448,-0.2780484,-1
"It is such a pity that I have to give this review because I love how trading view works. Except for now where my chart was not loading and I try to get help and the first thing they say is to upgrade my plan. They expect me to pay money to get a problem sorted, that is pathetic.",pity give review love trading view works except chart loading try get help first thing say upgrade plan expect pay money get problem sorted pathetic,3,-0.078112915,-0.1610794,-1
Not able to even sign in. It's a very good app but not working right now after last update. Please help. It's not working again. Can you share some customer care number or something to complaint.,able even sign good working right last update please help working share customer care number something complaint,1,-0.32012355,0.28590748,-1
was working perfectly but after an update my watchlist screen has become frozen. it is better not to update for the best experience.,working perfectly update watchlist screen become frozen better update best experience,1,-0.41799936,0.093752,3
Garbage. Funny how I went from the paid version back to the free version and it crashes every 1 min no joke. Support days they only support paid members and can't help me lol. It's clear all they want is $$$,garbage funny went paid version back free version crashes every min joke support days support paid members help lol clear want,1,-0.17046215,0.30909953,-1
"Irritating ads back to back, forcing to buy premium plans.",irritating ads back back forcing buy premium plans,1,-0.1817478,0.29392892,-1
"Would be a 5 start but the new mobile layout is horrendously unfunctional. Rolling timeframes and watch list right next to each other make it fustrating to use the scale slider as it usually hits them as well which is not ideal when placing trades. Also frustrating having to go into settings and change templates, save current layout or change from regular/AM session. Needs the option to revert to the original layout. Currently it now pretty much removes all shortcuts.",would start new mobile layout horrendously unfunctional rolling timeframes watch list right next make fustrating use scale slider usually hits well ideal placing trades also frustrating go settings change templates save current layout change regularam session needs option revert original layout currently pretty much removes shortcuts,2,-0.005672248,0.19574837,-1
"Please make options available to choose between dark mode for interface and light mode for charts separately and vice versa. I usually prefer the dark mode option, but the colours of some indicators in dark mode becomes almost invisible. and changing to light mode makes the interface looks awkward. So please make option available to choose between different modes for interface and charts separately. Looking forward to your reply. Thanks.",please make options available choose dark mode interface light mode charts separately vice versa usually prefer dark mode option colours indicators dark mode becomes almost invisible changing light mode makes interface looks awkward please make option available choose different modes interface charts separately looking forward reply thanks,3,-0.20171453,-0.16618206,0
"app stops working often . i have to uninstall it and then after reinstalling it starts working... getting worst day by day....now its not even openimg on my Jazz network , while it does open on other networks and wifi.... All it can do it showing pop up ads again and again which are really helpful in losing Focus..👎 taking one star back....",stops working often uninstall reinstalling starts working getting worst day daynow even openimg jazz network open networks wifi showing pop ads really helpful losing focus taking one star back,1,-0.3359179,0.22851901,3
When I touch the chart window it refuses to open 😭😭...but all other things it operates smoothly,touch chart window refuses open things operates smoothly,3,-0.40753058,-0.27720156,-1
"too many glitches, glitches in indicator, timeframes very aweful to use",many glitches glitches indicator timeframes aweful use,3,-0.18168093,-0.06861562,-1
"I prefer the previous mobile version to the new one because the new design add more steps to get what I need. For example, in the old version I can change timeframe with one step, in the new version I need two steps. Similar to open favourite tools/dawings or changing layout. The old design feels more efficient.",prefer previous mobile version new one new design add steps get need example old version change timeframe one step new version need two steps similar open favourite toolsdawings changing layout old design feels efficient,1,-0.12433521,0.25786284,-1
"don't have an option to give constructive feedback on tv over the desktop login. so pouring my grievance here. heatmap was on of their best features but in the name of update, they messed it up. looks like some one who has no idea about heatmap did the update. there is no filtering based on % rise/fall. filtering based on market cap was also removed. can you roll it back please.",option give constructive feedback tv desktop login pouring grievance heatmap best features name update messed looks like one idea heatmap update filtering based risefall filtering based market cap also removed roll back please,2,0.043980412,0.0955469,-1
"I've been a long time user for this app. It's been good until you continue to decrease the amount of indicators the free user allows to have. This ain't it, guys. I'm switching.",long time user good continue decrease amount indicators free user allows guys switching,2,0.05562047,0.19934237,2
"This new update has taken so much away from the app. The Taskbar to reach for tools and other features aren't as convenient anymore as you need to look for them rather than to have them at you disposal. I have been using the app for years and for the first time I'm not happy. Also the ""go to date"" does not loop the date which makes back testing so slow coz you have to keep updating the date.",new update taken much away taskbar reach tools features convenient anymore need look rather disposal using years first time happy also go date loop date makes back testing slow coz keep updating date,1,-0.3482616,0.11725785,3
what happened to dark mode on mobile?? I can't seem to get the dark mode function to work and i can't login to my paper account also. please help,happened dark mode mobile seem get dark mode function work login paper account also please help,1,-0.39178842,0.2957543,-1
"Has issues showing daily charts, especially in the evenings.",issues showing daily charts especially evenings,3,-0.23990887,-0.393099,-1
"doesn't work half the time, so it's not reliable. if it wasn't inconsistent I'd give it a 5 star review.",work half time reliable inconsistent would give star review,2,0.0061797956,0.25109792,2
work on your tools like long and short tools tradline and other tools they are misbehaving not working will be blk with 5 star once you guys get it done,work tools like long short tools tradline tools misbehaving working blk star guys get done,1,-0.24194351,0.1068318,-1
"Asks to relogin constantly, even if the app is still open on the screen.",asks relogin constantly even still open screen,1,-0.37169138,0.20932709,3
After the recent update my tradingview is not launching what could be the problem,recent update tradingview launching could problem,3,-0.26486498,-0.15843886,0
"Previously i gave 5 stars. But now I'm giving only 2 just because new app update is not user friendly. It's a big failure from ur end guys. I felt like..i shouldn't have updated the application 😓now it's hard to select a stock Measurement could have been placed in the main screen itself..multiple times we need to select the pen to choose the measurements. Previous settings was convenient. Or you guys could have placed a side arrow to swipe, so that all the tools comes on the left side",previously gave stars giving new update user friendly big failure end guys felt likei updated application hard select stock measurement could placed main screen itselfmultiple times need select pen choose measurements previous settings convenient guys could placed side arrow swipe tools comes left side,1,-0.14497426,0.17897715,-1
"it's been a frustrating experience the past few months. Glitches are rampant, and the lower timeframes chart is completely non-functional. On top of that, you've raised subscription fees without any noticeable improvements. Disappointing overall. Please work the glitches.. I believe you have reasons for the sub fee hike, lower timeframes are not functioning well",frustrating experience past months glitches rampant lower timeframes chart completely nonfunctional top raised subscription fees without noticeable improvements disappointing overall please work glitches believe reasons sub fee hike lower timeframes functioning well,2,0.0019460884,0.06495795,-1
The app has suddenly stopped showing the charts. Even after reinstall the same issue is there.,suddenly stopped showing charts even reinstall issue,3,-0.3212484,-0.49038288,-1
I don't like this update why everytime I draw boxes the chart doesn't automatically save everytime I close the app? Not even the indicators,like update everytime draw boxes chart automatically save everytime close even indicators,3,-0.08245094,-0.2782687,-1
"Need help i got hack and they hacker change the email and customer service say they won't help unless I sign in and I bought the yearly plan and customer service they still say they can't help me unless I pay another plan, so I'm asking for help here I already send 3 email with different email and they all reply the same , on X tradingview just ignore me . Need help with my account",need help got hack hacker change email customer service say help unless sign bought yearly plan customer service still say help unless pay another plan asking help already send email different email reply x tradingview ignore need help account,2,-0.050286096,0.21987385,-1
You guys sacrificed speed for ease when I'm trying to make a decision on a position I'm doing it real fast toggling between multiple timelines and using the floating foating tool bar for analysis why do I have to go thru multiple steps just to get there makes no sense please bring back the floating favourites tool bar and multiple timelines. Thank you,guys sacrificed speed ease trying make decision position real fast toggling multiple timelines using floating foating tool bar analysis go thru multiple steps get makes sense please bring back floating favourites tool bar multiple timelines thank,3,-0.17158905,-0.08043712,-1
"All of a sudden my chart isn't showing, it just went blank Every other aspects is working except the chart This is really painful,pls the support team should look into it please",sudden chart showing went blank every aspects working except chart really painfulpls support team look please,3,-0.33383662,-0.37156156,0
"no heatmaps in mobile app - the main reason I downloaded it from ""stock heatmap"" website page. in other words: no need to show link to app on every page. I was able to subscribe in one click, but I can't delete my account right after subscription - they ask to set password first...",heatmaps mobile main reason downloaded stock heatmap website page words need show link every page able subscribe one click delete account right subscription ask set password first,2,-0.06949852,0.118069604,-1
2 indicators bro? This app was awesome before the changes. I also find that he screen between the ticker selection and the chart itself is really annoying. just take me straight to the chart. Or put an ad there and give me my indicators back. edit: begrudgingly bumped up a star for pointing me to a preferred menu option.,indicators bro awesome changes also find screen ticker selection chart really annoying take straight chart put ad give indicators back edit begrudgingly bumped star pointing preferred menu option,3,-0.07176303,-0.1517117,-1
Very good for subscribers not for free users.,good subscribers free users,2,0.15288468,0.44888863,-1
"Used to like this app to see trading charts of my favourite cryptos. But latest update seems to remove any way of navigating from my watchlist to the trading chart. The only way I find to get to the trading chart is by going to charts and searching for the token, which is even more cumbersome than the previous version. Where I could open from watchlist then go to ""detail chart"", that's gone now. Why not just remember my chart preference when using the watchlist?",used like see trading charts favourite cryptos latest update seems remove way navigating watchlist trading chart way find get trading chart going charts searching token even cumbersome previous version could open watchlist go detail chart gone remember chart preference using watchlist,3,-0.02044822,-0.3119192,-1
"Despise working smoothly in desktop version, no built-in indicator works in android, if you're planning on using it as an analytical tool on your phone, do not download. Even no alert could be set on phone app and every time you'll end up seeing : ""Alert saving failed, Please try again"". It's just a scam.",despise working smoothly desktop version builtin indicator works android planning using analytical tool phone download even alert could set phone every time end seeing alert saving failed please try scam,1,-0.11614385,0.3329018,-1
"The desktop app is great. Trying to draw anything on this is just plain awkward, and I've been using graphical based software for 20 years. It doesn't even come close to a competitor(that I won't mention). Use of screen real estate for a phone is also not good. Needs a major overhaul to be useful.",desktop great trying draw anything plain awkward using graphical based software years even come close competitorthat mention use screen real estate phone also good needs major overhaul useful,2,0.050237305,0.19411333,2
"Until recently...i can log in to the app on my android version 9 and it works perfectly, but after this update it won't even connect to the network chart wont load... and also i have i good network i have uninstall and installed it over and over again, the only chart showing is the browser app chart which it so clumsy, I thought it supported android version 8 till 14 now it does not support 9? Or is it glitch???",recentlyi log android version works perfectly update even connect network chart load also good network uninstall installed chart showing browser chart clumsy thought supported android version till support glitch,3,-0.35187665,-0.18091235,0
"The app no longer works after I bought a new phone with Android 13. It will load the first time after install. But any time after that, it goes to the logo screen which says ""TV Look first / then leap"" but will stay there and never load the app. Even reinstalling has the same problem. I tried emailing their support in November but got no reply.",longer works bought new phone android load first time install time goes logo screen says tv look first leap stay never load even reinstalling problem tried emailing support november got reply,1,-0.40086812,0.2722536,-1
"Lately my chart has been blanked I have uninstalled and installed severally yet it same thing I even got a update notification which I did, yet the issue still remained. please I need solution to that, but still it's a great app for monitoring trade moves.",lately chart blanked uninstalled installed severally yet thing even got update notification yet issue still remained please need solution still great monitoring trade moves,3,-0.19067514,-0.40187058,-1
"The new update for Android is rubbish. Seems odd that the iOS version is now the default on Android, it's incredibly user unfriendly and it takes 3 clicks to do anything where it took 1 click with the old version. It's clunky and awful to use, seemingly just to remove a bit of clutter. Sorry but that version was much better!",new update android rubbish seems odd ios version default android incredibly user unfriendly takes clicks anything took click old version clunky awful use seemingly remove bit clutter sorry version much better,1,-0.31742,0.3296499,-1
"It froze on me and I made a trade on another app thinking that I was making a great deal. But the app I use (trading view) had frozen, and not just frozen completely. Just the asset (EOS/USD) which is what I was watching. Always been trustworthy until now completely screwed me and costed me money putting on a trade that I other wise would not have put on. I am very disgusted and disappointed that this can happen on one of my most trusted real time apps. What even is real any more. Never again.",froze made trade another thinking making great deal use trading view frozen frozen completely asset eosusd watching always trustworthy completely screwed costed money putting trade wise would put disgusted disappointed happen one trusted real time apps even real never,2,0.2522015,0.065776646,1
"Please bring back the old app style. I've been having quite a hard time finding all the tools and buttons with the new app layout, but nothing's been as horrible as what I experienced just now when I accidentally press remove chart layout and suddenly all my drawings and indicators disappear on ALL of my charts.",please bring back old style quite hard time finding tools buttons new layout nothings horrible experienced accidentally press remove chart layout suddenly drawings indicators disappear charts,3,-0.32324156,-0.15175264,0
Rating it a two star because the app was running very smoothly without any problems until recently it decided not load the charts charts anymore. I tried to clear it's cache and storage on and still nothing. I also uninstalled a couple of times and reinstalled it but it's still not helping i hope this issue can be resolved .,rating two star running smoothly without problems recently decided load charts charts anymore tried clear cache storage still nothing also uninstalled couple times reinstalled still helping hope issue resolved,3,-0.356197,-0.23020494,0
"This rating is for Tradingview and not for the appmaker. App maker made it perfect. Tradingview,---They charge premium membership, claim to be best charting soultion, has millions of subscribers,but they don't have a market profile charting solution. Everytime you ask them, they will say it's under development, and years have passed by, still their developers couldn't make it. It's better to other platforms for charting than paying trdaingview, unfortunately!!!",rating tradingview appmaker maker made perfect tradingviewthey charge premium membership claim best charting soultion millions subscribersbut market profile charting solution everytime ask say development years passed still developers could make better platforms charting paying trdaingview unfortunately,0,0.39271322,-0.22626446,-1
"The app was good like couple of months back. But have taken away the basic features. And I am pretty much irritated with the spam which asks us to buy premium. This incidence occurs every 10 min , even after cancellation of the tab one' more tab appears to buy. If someone wants they would buy 85. Why do you always have to shove it up to our faces??",good like couple months back taken away basic features pretty much irritated spam asks us buy premium incidence occurs every min even cancellation tab one tab appears buy someone wants would buy always shove faces,2,0.013956652,0.40548825,-1
