content,clean_content
"Used to be 5 stars, but jamming a UI update with no warning is inexcusable. Your app is THE critical component in my trading, and the new UI update is MUCH less efficient to use, requiring additional steps to get the same info. Thank you to the previous poster that explained how to switch back to previous UI through profile and settings.",used stars jamming ui update warning inexcusable critical component trading new ui update much less efficient use requiring additional steps get info thank previous poster explained switch back previous ui profile settings
"I absolutely hate the new UI and there is no longer an option to change to the original. Guys, I use tradingview religiously for trading. Who the hells idea was it to radically change the interface on mobile??? Is that a joke?? I likely will not be continuing my paid subscription now. Absolutely floored with how bad this UI is. Can't even snapshot on one page. The time picker is awful. The scrolling for the ticker is awful. CHANGE IT BACK OR IM GONE",absolutely hate new ui longer option change original guys use tradingview religiously trading hells idea radically change interface mobile joke likely continuing paid subscription absolutely floored bad ui even snapshot one page time picker awful scrolling ticker awful change back gone
"So they deleted my previous review... But anyways, you all can see what users really want. I will not ""get used to it and find it handy"" that's a lazy dev response. I was plenty fast getting to what I need with the old layout thank you. If you all could please but the timeframes, indicators, ticker symbol, and settings at the top and tools on the left. I know there's a button to switch it back but why make a change nobody asked for if it's not fixing the app?",deleted previous review anyways see users really want get used find handy lazy dev response plenty fast getting need old layout thank could please timeframes indicators ticker symbol settings top tools left know button switch back make change nobody asked fixing
"It's so useful yet soo frustratingly unreliable unless you have the largest plan; you're constantly peppered with everything YOU CAN'T do. If anything, it makes you realize how much you can manage without trading view altogether. Can't live without it, but slowly replacing it.",useful yet soo frustratingly unreliable unless largest plan constantly peppered everything anything makes realize much manage without trading view altogether live without slowly replacing
"This new version adds unnecessary steps on reaching the tools we need as traders, they still exist you just gotta go through several buttons and waste time looking for them, it will be nice to have an option to display the toolbox on the chart again, or at least give the user an option to do so and no, it's not about getting used to this new version, it's about making the layout and tools as easy to find and have available as possible, isn't that the goal?",new version adds unnecessary steps reaching tools need traders still exist got go several buttons waste time looking nice option display toolbox chart least give user option getting used new version making layout tools easy find available possible goal
"It was OK, but the new layout is awful. Cancelling the payment subscription is much more if a hassle than it should be. You can't do it within the app, only the web browser, but within the web browser clicking the payment option opens the app where cancelling is not an option. You need to delete the apo first to stop the browser from doing this. Well it's deleted and I won't be re downloading anyway. ✌️",ok new layout awful cancelling payment subscription much hassle within web browser within web browser clicking payment option opens cancelling option need delete apo first stop browser well deleted downloading anyway
"Absolutely unusable for the serious tradingview user, complete waste of time. Doesn't give you access to your alert log, previously set alerts, or any of the other features normally along the right side of the screen. No way to get out of fullscreen again once you turn it on. Documentation is almost nonexistent and totally unhelpful, just a couple of FAQs that dont cover any of the problems i encountered. There are many more problems than will fit in a 500 char review. Total waste of my time.",absolutely unusable serious tradingview user complete waste time give access alert log previously set alerts features normally along right side screen way get fullscreen turn documentation almost nonexistent totally unhelpful couple faqs cover problems encountered many problems fit char review total waste time
"This app has been spectacular until recently. Around the start of the year, the on chart tools have become incredibly glitchy, not allowing one to modify settings or even delete despite selecting the proper button. What happened? Happy to send in screen recordings to show you what I mean...",spectacular recently around start year chart tools become incredibly glitchy allowing one modify settings even delete despite selecting proper button happened happy send screen recordings show mean
"This began a week ago. When drawing lines or fibs, I now see the tool intimates another drawing unless you click on the widet tool again. Almost every single time I have stray lines or fibs that I don't want and then have to delete them. This didn't happen before. Insanely annoying and poorly tested update. Funny thing is I didn't even update my app so not sure how this is a new bug on my app.",began week ago drawing lines fibs see tool intimates another drawing unless click widet tool almost every single time stray lines fibs want delete happen insanely annoying poorly tested update funny thing even update sure new bug
"The mobile app use to be okay. Recently, proper rubbish in terms of performance. Lag is around 3-5 seconds on any charts you try to open, everything is in slow motion, lads, you need to fix this as is it the same for the last couple of months. The desktop app not any better as well. Laggy and very bad optimisation on it. What a shame!",mobile use okay recently proper rubbish terms performance lag around seconds charts try open everything slow motion lads need fix last couple months desktop better well laggy bad optimisation shame
"The app is so far behind the website. missing features, poor ux, simple things require multiple inputs. I use the app for charts, but everything else that's good about tradingview is bad in the app.",far behind website missing features poor ux simple things require multiple inputs use charts everything else good tradingview bad
"Trading view is my go to app for tracking markets or viewing charts. But recently I got a new device and I'm trying to log in my account. However, the Google button is not working, and the others like X and apple work very well. Now I'm stuck in view only mode and I can't get anything done. Please fix this.",trading view go tracking markets viewing charts recently got new device trying log account however google button working others like x apple work well stuck view mode get anything done please fix
I have been facing an issue from the last few days the drawings I do make on website does not save when I see the chart after some time the drawings just disappear and I have linked my account on mobile also but the drawings I make from my PC isn't showing on mobile app. please resolve this issue it waste my a lot of time by making the drawing again kindly resolve this issue.,facing issue last days drawings make website save see chart time drawings disappear linked account mobile also drawings make pc showing mobile please resolve issue waste lot time making drawing kindly resolve issue
"can only use the Web version, as i cannot connect to my binance broker on anything BUT firefox. when i try to connect to binance on both PC and Mobile, it just shows me a blank screen and im forced to use Firefox as its the only place where it works. i love it and all, but may i ask why is it showing me a blank screen when i try to connect on the app?",use web version connect binance broker anything firefox try connect binance pc mobile shows blank screen forced use firefox place works love may ask showing blank screen try connect
"This platform has become buggy since the update. last time it took ages to load, this time, it's leaving gaps in the chart. I dont mind paying for something as long as it works. I wont bother leaving a support ticket as I never get responded to on there either.",platform become buggy since update last time took ages load time leaving gaps chart mind paying something long works bother leaving support ticket never get responded either
One more improvement needed; when scrolling symbols or favourite timeframe on chart screen; the list of symbols depicts in the middle of the chart; that's the good thing; but the gap between them should be higher for ease of selecting them.,one improvement needed scrolling symbols favourite timeframe chart screen list symbols depicts middle chart good thing gap higher ease selecting
"Would give high rating, but it won't allow me to look at many of the charts clearly. All I'm able to get is extremely tiny candlesticks on all time frames. I'm wasting my money. Hopefully, we can get this solved.",would give high rating allow look many charts clearly able get extremely tiny candlesticks time frames wasting money hopefully get solved
"Good except for the alerts. There seems to be a queue for alerts that is only 1 item long. So if your phone has no signal for a while (on a flight or turned off) and you have more than one alert triggered, when you get connected again you only receive the first alert that was triggered and never get told about the others. Opened ticket, waste of time. They expect me to do all the work and closed the ticket. Go investigate yourselves, I've given you more than you need to test, duplicate and fix.",good except alerts seems queue alerts item long phone signal flight turned one alert triggered get connected receive first alert triggered never get told others opened ticket waste time expect work closed ticket go investigate given need test duplicate fix
whenever you are doing a quick switch between charts. it gets stuck and won't load charts. Plus the news that you get for the relevant script is garbage.,whenever quick switch charts gets stuck load charts plus news get relevant script garbage
"I have been using tradingview for years and haven't had a problem until now. I don't know what changed, but now, whenever my vpn changes a server, nothing will load, and I have to re-install the app.",using tradingview years problem know changed whenever vpn changes server nothing load reinstall
"It's a great app, but for the past two weeks, it hasn’t been able to load charts properly. I have to force stop and clear the app data every time just to get it working again.",great past two weeks able load charts properly force stop clear data every time get working
"I don't know why recently the app on PC (webapp) keeps spamming me with ads to upgrade to pro. It does this by blocking my entire screen with no option to close/cancel the ad, forcing me to click on it, and then close it by going to the previous page. Or refreshing th page entirely. I get like 20 ads in the space of an hour 30 min it's annoying",know recently pc webapp keeps spamming ads upgrade pro blocking entire screen option closecancel ad forcing click close going previous page refreshing th page entirely get like ads space hour min annoying
2 days ago trading view was working perfectly but now it has started to slow down. I can draw using tools without any lag but when i need to add some title to them it gets slow down and i have to tap multiple times then after a few minutes the dialogue box will appear. Same goes with adding alerts and you know how important alerts are. Please fix this,days ago trading view working perfectly started slow draw using tools without lag need add title gets slow tap multiple times minutes dialogue box appear goes adding alerts know important alerts please fix
"The situation has become annoying. I can't use the simplest services, for example, I used to use 3 indicators and now only 2. Also, I can't put a notification on a specific tool or place. I want to know if the price has reached it or not. In most cases, I have to pay to get something, and this is a very unsuccessful thing for the company. I hope that you review what you are doing because users are annoyed by what you are doing, as it is very annoying.",situation become annoying use simplest services example used use indicators also put notification specific tool place want know price reached cases pay get something unsuccessful thing company hope review users annoyed annoying
2022 Sorting of simbols not working well. I need to select the sorting function every time I open the app to refresh. User should be able to refresh sorting shown by swiping finger from top to bottom of screen. 13 Oct 2024 Stars changed to 2. Still no sorting improvements. 11 February 2025 tradingview has problems with chrome for windows 11. It is the only tab very slow loading out of 15 other tabs working just fine on a 64GB RAM laptop. Treadingview work fine on Brave internet browser.,sorting simbols working well need select sorting function every time open refresh user able refresh sorting shown swiping finger top bottom screen oct stars changed still sorting improvements february tradingview problems chrome windows tab slow loading tabs working fine gb ram laptop treadingview work fine brave internet browser
"Everything is good . Two major issues, (1) pushing so hard to get the subscription as the advertisement for it keeps popping up nonstop and the (2) issue candles load up slowly compared to other web-based platforms..so as for scalping it isn't easy.",everything good two major issues pushing hard get subscription advertisement keeps popping nonstop issue candles load slowly compared webbased platformsso scalping easy
"They harass you with ads. Usual greedy narrative. I use a desktop version on my phone with an ad blocker to avoid that garbage. It also loads super slow... On a positive note, the charting is really good. I just wish they didn't restrict certain time frames. 😂",harass ads usual greedy narrative use desktop version phone ad blocker avoid garbage also loads super slow positive note charting really good wish restrict certain time frames
"You have a bug when placing limit order. You pull down the window for creating order and you cant select stop loss and drag it up or down, whole order is moving on scale and it is imposible to select just stop loss. Sometimes it works and most it doesnt work. TP is working most of the time. And on iOS you have a same problem we tried on friends iphone. Just try to test what am I saying on paper trade and you will see. please fix this. I will change my rate when you fix this.",bug placing limit order pull window creating order select stop loss drag whole order moving scale imposible select stop loss sometimes works work tp working time ios problem tried friends iphone try test saying paper trade see please fix change rate fix
"The user interface is excellent and the app is overall easy to use. Provides critical information, 10/10 from me. Great job! Update: gotta love how the price feed just randomly stops when you need it the most.... what a disappointment.",user interface excellent overall easy use provides critical information great job update got love price feed randomly stops need disappointment
"Severely reduced UX compared to past years. Extremely limited. Can't zoom in on charts, nothing. Even the Web version has been reduced for the basic version... Only 30 tickers? Like, come on!!!",severely reduced ux compared past years extremely limited zoom charts nothing even web version reduced basic version tickers like come
"Recently, I have been struggling with the earning summary(E). On order versions, when I tapped on the E , It would exit just after tapping anywhere else. But now it just gets stuck there, with no visible option to exit it, I literally have to restart the app to get it removed",recently struggling earning summarye order versions tapped e would exit tapping anywhere else gets stuck visible option exit literally restart get removed
"the chart wont load in my laptop and in my tablet. ive done doing clear cache and re installing the app, but nothing happen. im just wondering why the chart wont load in my laptop and ipad but in my phone it worj very well. please response on how to fix. thanks.",chart load laptop tablet done clear cache installing nothing happen wondering chart load laptop ipad phone worj well please response fix thanks
Very useful for trading. Unfortunately it's poorly optimized and takes forever to load up. Buggy at times and trend lines will move between chart time-frames,useful trading unfortunately poorly optimized takes forever load buggy times trend lines move chart timeframes
"Hello there, I was good with app until three days ago I updated it and it's been terrible ever since. When I'm using it, the app just cuts off and return to the home screen. Since yesterday, this has been hindering my trading. I hope you guys can fix this issue.",hello good three days ago updated terrible ever since using cuts return home screen since yesterday hindering trading hope guys fix issue
"Says customer support will respond in **10 days** upon leaving a question from a *paid* account. 1/3 of a month? No ""2D"" or ""10D"" (days) chart timeframe. Real time market data costs extra, which isn't surprising, but free at large brokers. No way to display several SMA periods at once, like 50, 100, and 200 day which completely kills the usefullness for me. The app has potential! Getting the customer service turnaround to 10 hours rather than 10 days would be a start.",says customer support respond days upon leaving question paid account month days chart timeframe real time market data costs extra surprising free large brokers way display several sma periods like day completely kills usefullness potential getting customer service turnaround hours rather days would start
app's been really buggy since last update..I'd open a chart and it'd just stay on the previous chart I opened,apps really buggy since last updatei would open chart would stay previous chart opened
Earlier I gave it a 4 star but changed it to 2 star because it is giving me this problem that the chart is always opening at one week interval rather than one day interval like it used to.,earlier gave star changed star giving problem chart always opening one week interval rather one day interval like used
"whenever app is updated, can't login through facebook, makes more trouble, I already have fb app logged in mode, but it ask me to login again",whenever updated login facebook makes trouble already fb logged mode ask login
"i love tradingview for chart platform. but the app is not good. the layout of app doesn't allow me to watch chart in extreme zoom out, so that i can make more accurate horizontal lines at support resistance. and the menu also takes alot of space, make it something like menu take least space and i could zoom out as much as i want.",love tradingview chart platform good layout allow watch chart extreme zoom make accurate horizontal lines support resistance menu also takes alot space make something like menu take least space could zoom much want
"even after switching on remember last opened chart when I close and re open app it will not show last chart, it is showing some other chart",even switching remember last opened chart close open show last chart showing chart
I hate and love tradingview hate it because when I place a limit it automatically cancelled it i don't know why and love it because of the charts,hate love tradingview hate place limit automatically cancelled know love charts
Has been very slow and crashy for the last few weeks.,slow crashy last weeks
"Still a lot of work needed. this app doesn't add much beyond using the mobile website. Although I can see posts by other traders, if I like one it doesn't appear in another list and there's no filter to refind liked posts essily. two killer features for me would be a code editor, so I can tinker with my indicators on the move, and an alert editor. once these are added I will definitely up my rating.",still lot work needed add much beyond using mobile website although see posts traders like one appear another list filter refind liked posts essily two killer features would code editor tinker indicators move alert editor added definitely rating
"My review got removed. Let me say it again, the new layout UI sucks. It takes a lot more time to get around, harder to navigate to use some tools or to change the timeframe. The favs tools also dissapeared (when it used to float on certain box). Whose idea is this? You made a major change and you didn't test the water first? Just change it back, simplicity is sometimes better.",review got removed let say new layout ui sucks takes lot time get around harder navigate use tools change timeframe favs tools also dissapeared used float certain box whose idea made major change test water first change back simplicity sometimes better
"Great app when it's working. Honestly. Desktop and mobile. However, recent updates have made the mobile app unusable. Moving between portrait watchlist and landscape charts sees the chart pushed to half the screen, where the app then hangs. Sometimes it recovers; sometimes it doesn't. I'll be leaning on the desktop app until this is resolved, and happy to update to 4/5 stars when done.",great working honestly desktop mobile however recent updates made mobile unusable moving portrait watchlist landscape charts sees chart pushed half screen hangs sometimes recovers sometimes leaning desktop resolved happy update stars done
"I have premium membership for 2+ years now and liked it but the recent update is a disaster. It takes mulltiple instances to access any option with this interface. Changing layouts, time frame and the toolbar options must be handy like it was earlier. New interface is not good for scalping /intraday trading. Please rollback to the earlier interface sooner. Now the developers have decided to remove the option to revert back to the old version.... You are walking backwards... Please wake up!",premium membership years liked recent update disaster takes mulltiple instances access option interface changing layouts time frame toolbar options must handy like earlier new interface good scalping intraday trading please rollback earlier interface sooner developers decided remove option revert back old version walking backwards please wake
"I liked the previous version because everything was there on the screen, I didn't have to tap twice to get something I want on the charts.... For example, I could just tap once from 1min Timeframe to daily TF and now I have to use the slide thing which takes longer. In short it takes a bit longer to get the stuff I need to use on my charts. I'm a scalper and I need my tools and stuff quickly. It's going to take a while to get used to but thanks for the update.",liked previous version everything screen tap twice get something want charts example could tap min timeframe daily tf use slide thing takes longer short takes bit longer get stuff need use charts scalper need tools stuff quickly going take get used thanks update
As someone who sent hours on TradingView every day I also don't like the new interface. I started enjoying the new time frame controls but the new interface makes all the worth while drawing functions slower to access. I can't even find the button to hide all my drawings simultaneously. What I could do in one click is now an effort. UX downgraded. The update is not helpful for serious users. It's a simplication for casual users and there should be an option to enable the old or new interface.,someone sent hours tradingview every day also like new interface started enjoying new time frame controls new interface makes worth drawing functions slower access even find button hide drawings simultaneously could one click effort ux downgraded update helpful serious users simplication casual users option enable old new interface
"Seem to be having to click more to get to stuff. Basically concur with what everyone else is saying, but my main gripe is that the magnet feature isn't on the main bar at the bottom, but is hidden behind the drawings button and then having to scroll across to access it. It must be one of the most used buttons... Please put it on the main task bar... There's plenty of room",seem click get stuff basically concur everyone else saying main gripe magnet feature main bar bottom hidden behind drawings button scroll across access must one used buttons please put main task bar plenty room
"Need improvement. Android version doesn't have a ""play"" button on the ideas chart, which Apple version have and also if there's a ""save"" button for the ideas that other post, that will be great. If the developer creat that Option, that will be a dream come true. Coz sometimes we don't remember which person post the ideas and we can't find it back if we need to.",need improvement android version play button ideas chart apple version also save button ideas post great developer creat option dream come true coz sometimes remember person post ideas find back need
This app was great before the update. The time frame changes could be easily done. Now its in the bottom of the app and takes longer to change the time frame by first saving them in favorites and then switching completely stupid. Also there is no shortcut for auto scale. Again becomes time consuming to click more buttons to switch the time frames. I would highly recommend to going back to the previous layout of the app.,great update time frame changes could easily done bottom takes longer change time frame first saving favorites switching completely stupid also shortcut auto scale becomes time consuming click buttons switch time frames would highly recommend going back previous layout
"App is good but there has been an annoying bug of late, probably stemmed from an update. Didnt have this previously. As I long press to activate the cross hair and move that around, the entire chart area turns gray, data chart basically disappears and 2 sets of cross hairs appear. Very disruptive. I have tried clearing cache, data, re installing, logging in from another account (in case of software mishandling of accumulated account related data like saved drawings) but nothing worked. Pls fix",good annoying bug late probably stemmed update previously long press activate cross hair move around entire chart area turns gray data chart basically disappears sets cross hairs appear disruptive tried clearing cache data installing logging another account case software mishandling accumulated account related data like saved drawings nothing worked pls fix
"I like your app, but the widget has serious performance issues. After adding it to my home screen on stock launcher on MIUI 12 the phone got unbearably slow. Everything felt sluggish, apps weren't kept in memory and sometimes wouldn't open (black screen). When I removed the widget everything went back to normal. I tried several times.",like widget serious performance issues adding home screen stock launcher miui phone got unbearably slow everything felt sluggish apps kept memory sometimes would open black screen removed widget everything went back normal tried several times
"New Update ! What's the point when it's not making things easier for you. I go through nifty charts and by toggling between time frames, draw lines. Earlier it was little difficult but now it's became complex now. Taking more time to load too. I feel i didn't serve the purpose of an Update. Sorry TV, terrible update. Need a correction soon. I have a recommendation here, instead of a half screen pop up each time, try get them in a single favourite bar.",new update point making things easier go nifty charts toggling time frames draw lines earlier little difficult became complex taking time load feel serve purpose update sorry tv terrible update need correction soon recommendation instead half screen pop time try get single favourite bar
"Are you crazy? I updated from an old version and now is two times harder. The graphics of watch list are too big and bulky, allowing you to see less info, and when you click an entry instead of taking you to the chart it goes to general infos and then you need at least another click to go to the chart. Moreover the chart itself has less space available. Insane! I had an almost two years old version requiring less effort for better viewing results.",crazy updated old version two times harder graphics watch list big bulky allowing see less info click entry instead taking chart goes general infos need least another click go chart moreover chart less space available insane almost two years old version requiring less effort better viewing results
"They keep adding limitations for the basic account, anything to get you to pay up. Now they decreased the amount of assets you can have in the watchlist from 1000 to 30 (but I can't even add that many). Soon it won't be viable to use the app anymore. And I'm not going to be paying that much for an account, as an amateur who isn't investing large amounts...",keep adding limitations basic account anything get pay decreased amount assets watchlist even add many soon viable use anymore going paying much account amateur investing large amounts
"Was a great app and then updated in 2022 with less features. Can no longer jump to a date, clunky, super slow, barely even works now, can no longer add alerts or change settings of indicators because it's unresponsive. The wheel ticker selector is a ridiculous gimmick and the ticker should not have been moved from the upper left corner. Please revert everything back to how it was when this app was brilliant before the update which rendered it unusable.",great updated less features longer jump date clunky super slow barely even works longer add alerts change settings indicators unresponsive wheel ticker selector ridiculous gimmick ticker moved upper left corner please revert everything back brilliant update rendered unusable
"This newly developed interface is extremely inconveniencing, things just got harder or procedural to access, favorite tools need not to be marked anymore because they're also procedural to access. The timeframes placing being too close to the symbol also makes an unnecessary frustration when choosing timeframes and pressing the symbol. Landscape mode doesn't allow you to order/customise your toggles. Love the full screen option. But overall, the app got me wishing we had more similar apps.",newly developed interface extremely inconveniencing things got harder procedural access favorite tools need marked anymore also procedural access timeframes placing close symbol also makes unnecessary frustration choosing timeframes pressing symbol landscape mode allow ordercustomise toggles love full screen option overall got wishing similar apps
I don't know why tradingview chart is not displaying on my tablet CM8800Plus phone showing an error occured I've tried possible way to resolve the issue it keeps on showing error occured my Network always intact Please can you suggest any further assistance that I can do to help me resolve the issue,know tradingview chart displaying tablet cmplus phone showing error occured tried possible way resolve issue keeps showing error occured network always intact please suggest assistance help resolve issue
"Lately the experience with TV app has been horrible. Although if I leave the app open without switching to others it works fine. The biggest issue is the data freezes when switching between apps. How can I trade if I can't switch between my trading apps and TV??? I've been away from home with only my tablets and phones trading. I've lost some and missed some big opportunities because of this issue... Just a note, this issue started in the last 2-3 months. I am on Pro+, could be related?",lately experience tv horrible although leave open without switching others works fine biggest issue data freezes switching apps trade switch trading apps tv away home tablets phones trading lost missed big opportunities issue note issue started last months pro could related
"This is absolutely garbage on tablets, if you open a chart then want to go back to your wishlist you'll have to restart the app. It doesn't stay in landscape mode and that takes a lot away for the the experience you'll have especially when you have a huge screen working with. I wish we tablet users could have the bunch of features we have on the right-hand side when we're on the website. There's so much to say but to make it short, put the website in an app and your downloads will increase.",absolutely garbage tablets open chart want go back wishlist restart stay landscape mode takes lot away experience especially huge screen working wish tablet users could bunch features righthand side website much say make short put website downloads increase
"Recent update has rendered the mobile app pretty much unusable performance-wise. It lags, glitches, & doesn't respond well to taps. I can't navigate, can't draw indicators, can't do anything but watch the chart move. C'mon Trading View, this is damm near unusable ... Also, if you wanna run ads on the app, just do what the other apps do. Shrink the UI, and create an ad banner at the bottom or top of the screen. Don't block up an entire third of the screen ffs... literally can't see the RSI at all",recent update rendered mobile pretty much unusable performancewise lags glitches respond well taps navigate draw indicators anything watch chart move cmon trading view damm near unusable also want run ads apps shrink ui create ad banner bottom top screen block entire third screen ffs literally see rsi
It's a great app and the best for drawing analysis but please when are the derived index going to ba added so that we the synthetic traders can make full use of the app. We only draw on the web page and this we can't save our analysis for later use. It would be a breakthrough if you can add the derived index to your app so we can access it easily via mobile app.,great best drawing analysis please derived index going ba added synthetic traders make full use draw web page save analysis later use would breakthrough add derived index access easily via mobile
"I have to agree with the recent posts, new design of the app released recently has a very poor usability, i believe that buttons should be placed back on the top, also is quite difficult to find basic options. For example I am still looking how to toggle chart view to auto. Please change it back to the previous one, it was just great!",agree recent posts new design released recently poor usability believe buttons placed back top also quite difficult find basic options example still looking toggle chart view auto please change back previous one great
The mobile website is much faster than this app. Charts take 10s of seconds to open. Scrolling is cumbersome if you have a lot of annotations it's easy to mistakenly move them instead. The performance and ui usability (how do i get all the controls on the scrron or intelligently collapse them) of this app needs much improvement.,mobile website much faster charts take seconds open scrolling cumbersome lot annotations easy mistakenly move instead performance ui usability get controls scrron intelligently collapse needs much improvement
"App is okay, but what it tries to do is exactly mimic the web experience of Tradingview on your mobile. Given that phones are more tall than they are wide this creates challenges which have not been addressed. (Size of the chart window & candles relative to the time/candle length, positioning of floating panels, missing features, etc) Editing of alerts is frustratingly missing and should be offered in a panel in the bottom icon set. I will continue to update this review as I use the app.",okay tries exactly mimic web experience tradingview mobile given phones tall wide creates challenges addressed size chart window candles relative timecandle length positioning floating panels missing features etc editing alerts frustratingly missing offered panel bottom icon set continue update review use
"What is actually the problem? Or am I the only one experiencing this. Signals appear late after huge reversals but when I minimise the app and go back to the trading view app, the signal shifts back to the exact bar where the reversal began. It made me lose money too much. Even with built-in strategies and highly profitable community indicators. What's happening please? Iam really not happy with this behaviour.",actually problem one experiencing signals appear late huge reversals minimise go back trading view signal shifts back exact bar reversal began made lose money much even builtin strategies highly profitable community indicators happening please iam really happy behaviour
"As far as charting goes trading view is excellent. However the main drawback of using this app is if you plan on trying to use it to actually trade with, forget it. Their broker integrations do work, but lack so many features that you really need like trailing stop losses and more. Additionally the app keeps disconnecting me from the broker I use which means I have to login again. This would be fine but there's no way to store credentials on the app so logging back in quickly is impossible.",far charting goes trading view excellent however main drawback using plan trying use actually trade forget broker integrations work lack many features really need like trailing stop losses additionally keeps disconnecting broker use means login would fine way store credentials logging back quickly impossible
"Hard to test it if big popup window tells me to upgrade the plan every single time when i open the app. I must manually adjust almost each chart because candles are stretched/ out of proportion. Scrolling tool used to brows tickers is way to sensitive. All this stops me form exploring app any deeper, I'm literally afraid to touch drawing tools after what i seen so far. lots of room for improvements cuz it feels like early testing stage.",hard test big popup window tells upgrade plan every single time open must manually adjust almost chart candles stretched proportion scrolling tool used brows tickers way sensitive stops form exploring deeper literally afraid touch drawing tools seen far lots room improvements cuz feels like early testing stage
The recent update is extremely complex and difficult to use. I have to do an extra click to just open a chart. I have to do 3-4 extra clicks for tool or just to hide the drawing which was possible with just one click. Pls give an option to go back to the old layout. This update Sucks. You guys just ruined the simple interface.,recent update extremely complex difficult use extra click open chart extra clicks tool hide drawing possible one click pls give option go back old layout update sucks guys ruined simple interface
"hello sir, pls remove option opening setting menu for drawing tools on tapping twice.. it auto opens and has to close every time it's just annoying keeps opening when contact with chart zoom in zoom out etc. editing position of trendlines etc. no need that way if need be we can open it from the option bar- so pls remove as mentioned above in next update. Thanks",hello sir pls remove option opening setting menu drawing tools tapping twice auto opens close every time annoying keeps opening contact chart zoom zoom etc editing position trendlines etc need way need open option bar pls remove mentioned next update thanks
"in my humble opinion, the new UI for Android seem more simple and clear. But in UX, i think the old one have a better UX. in the older version, when u want pick some tools it already serve there in the left bar, but in the new version, u have to click one of the tools menu, then choose the tools. in conclusion, the new version need more step/click for user to achive just one action",humble opinion new ui android seem simple clear ux think old one better ux older version want pick tools already serve left bar new version click one tools menu choose tools conclusion new version need stepclick user achive one action
"Seemed like a solid app, came well-recommended. Great ease-of-use. However, the decision-making of late is puzzling. Eg: well-known markets on one's watchlist just disappear, wholesale (along with their related sub-indices/sectors). Also, the notion that even with the ever expanding data analytics capabilities the support team cannot identify common themes amongst the feedback from the free-plan users among the less than 10 million overall users & provide theme specific responses is laughable.",seemed like solid came wellrecommended great easeofuse however decisionmaking late puzzling eg wellknown markets ones watchlist disappear wholesale along related subindicessectors also notion even ever expanding data analytics capabilities support team identify common themes amongst feedback freeplan users among less million overall users provide theme specific responses laughable
y'all need to work on your replay tool first off....why can't I set limit orders while using the replay tools second off....why do I have to restart my replay session all over again everytime my PC goes off and I turn it on also I don't like it when my analytics disappear because of network glitches....fix these and you'll have the best backtesting tool in the market.... mind you gocharting and tradercasa have these fixed already.....I might just go sub tradercasa cause it's been frustrating..,need work replay tool first offwhy set limit orders using replay tools second offwhy restart replay session everytime pc goes turn also like analytics disappear network glitchesfix best backtesting tool market mind gocharting tradercasa fixed alreadyi might go sub tradercasa frustrating
"Latest update is a downgrade actually as the switch option to new toolbar and old one is gone in chart settings. Now you 'have' to use the new chart toolbar layout Can't even see the current time and time zone on this chart screen. Also it's difficult to select anything from the toolbar whether if you wanna select a drawing tool, or time frame or even just save the current chart layout. It's such a hassle.",latest update downgrade actually switch option new toolbar old one gone chart settings use new chart toolbar layout even see current time time zone chart screen also difficult select anything toolbar whether want select drawing tool time frame even save current chart layout hassle
"The app needs updating way too many times. I go off it for a while and the next time I come back, the charts won't open unless I update. That's stressful if you ask me. I don't also find where to input data before starting out a new trade. I'll have to enter trade first before I can adjust which is cumbersome and makes me lose out on good positions. Please work on this.",needs updating way many times go next time come back charts open unless update stressful ask also find input data starting new trade enter trade first adjust cumbersome makes lose good positions please work
"It is such a pity that I have to give this review because I love how trading view works. Except for now where my chart was not loading and I try to get help and the first thing they say is to upgrade my plan. They expect me to pay money to get a problem sorted, that is pathetic.",pity give review love trading view works except chart loading try get help first thing say upgrade plan expect pay money get problem sorted pathetic
Not able to even sign in. It's a very good app but not working right now after last update. Please help. It's not working again. Can you share some customer care number or something to complaint.,able even sign good working right last update please help working share customer care number something complaint
was working perfectly but after an update my watchlist screen has become frozen. it is better not to update for the best experience.,working perfectly update watchlist screen become frozen better update best experience
Garbage. Funny how I went from the paid version back to the free version and it crashes every 1 min no joke. Support days they only support paid members and can't help me lol. It's clear all they want is $$$,garbage funny went paid version back free version crashes every min joke support days support paid members help lol clear want
"Irritating ads back to back, forcing to buy premium plans.",irritating ads back back forcing buy premium plans
"Would be a 5 start but the new mobile layout is horrendously unfunctional. Rolling timeframes and watch list right next to each other make it fustrating to use the scale slider as it usually hits them as well which is not ideal when placing trades. Also frustrating having to go into settings and change templates, save current layout or change from regular/AM session. Needs the option to revert to the original layout. Currently it now pretty much removes all shortcuts.",would start new mobile layout horrendously unfunctional rolling timeframes watch list right next make fustrating use scale slider usually hits well ideal placing trades also frustrating go settings change templates save current layout change regularam session needs option revert original layout currently pretty much removes shortcuts
